OrderID,OrderDate,ProductName,Hardness,Quantity,Color,Spec
5484,2016-11-07,IIR Rubber Dust Collection Roller,37,172,Red,25*36*517
5485,2016-11-07,Glass Polishing Roller,34,197,Light Blue,21*34*467
5486,2016-11-07,Static Dissipative Roller,43,97,Black,26*38*673
5487,2016-11-08,Food-Grade Silicone Roller,43,186,Navy,24*32*429
5488,2016-11-08,PCB Lamination Roller,68,89,Gray,24*41*675
5489,2016-11-10,Custom Rubber Roller,29,197,Light Blue,34*48*854
5490,2016-11-10,Synthetic Rubber Dust Collection Roller,36,76,Dark Green,25*29*666
5491,2016-11-10,Manual Adhesive Roller,31,183,Red,24*37*468
5492,2016-11-10,Synthetic Rubber Dust Collection Roller,41,83,Purple,19*35*455
5493,2016-11-11,Anti-Static Silicone Roller,42,52,White,28*36*432
5494,2016-11-12,Food-Grade Silicone Roller,43,27,Navy,20*34*529
5495,2016-11-12,Offset Printing Rubber Roller,29,135,Light Blue,20*32*617
5496,2016-11-13,Textile Squeeze Roller,35,42,Navy,20*34*596
5497,2016-11-14,Anti-Static Silicone Roller,51,180,Red,24*42*631
5498,2016-11-14,Flexo Printing Roller,34,70,Orange,28*36*691
5499,2016-11-14,PU Coating Roller,62,111,Light Blue,28*47*539
5500,2016-11-14,Anti-Static Silicone Roller,48,47,Purple,28*37*545
5501,2016-11-16,VITON Heat Press Roller,56,45,Light Blue,29*34*756
5502,2016-11-17,Glass Polishing Roller,31,29,Dark Green,21*38*408
5503,2016-11-17,Textile Squeeze Roller,40,104,Light Blue,23*36*470
5504,2016-11-17,PCB Lamination Roller,61,152,Red,26*38*496
5505,2016-11-17,Food-Grade Silicone Roller,56,133,Gray,21*26*468
5506,2016-11-17,NBR Rubber Roller,46,87,Gray,23*41*422
5507,2016-11-18,Static Dissipative Roller,32,75,White,20*45*758
5508,2016-11-18,Manual Adhesive Roller,39,140,Purple,23*28*420
5509,2016-11-18,Anti-Static Silicone Roller,56,23,Light Blue,20*48*641
5510,2016-11-18,PCB Lamination Roller,57,149,Light Blue,20*47*565
5511,2016-11-19,Anti-Static Silicone Roller,40,99,Black,27*39*450
5512,2016-11-19,Food-Grade Silicone Roller,58,105,White,21*40*534
5513,2016-11-20,Custom Rubber Roller,51,54,Black,35*46*457
5514,2016-11-20,VITON Heat Press Roller,67,183,Dark Green,29*33*402
5515,2016-11-20,Conveyor Silicone Belt,53,174,White,38*51*527
5516,2016-11-21,Flexo Printing Roller,45,167,Gray,25*43*665
5517,2016-11-21,Glass Polishing Roller,35,130,Light Blue,20*34*413
5518,2016-11-21,Custom Rubber Roller,70,65,Yellow,28*47*649
5519,2016-11-22,Custom Rubber Roller,44,196,Dark Green,26*43*501
5520,2016-11-23,Manual Adhesive Roller,22,108,White,22*27*383
5521,2016-11-24,Custom Rubber Roller,23,187,Gray,30*42*820
5522,2016-11-24,Static Dissipative Roller,43,37,White,23*33*588
5523,2016-11-26,Gravure Printing Roller,33,180,Yellow,21*34*900
5524,2016-11-27,NBR Rubber Roller,48,16,Yellow,29*36*641
5525,2016-11-28,PU Coating Roller,67,102,Dark Green,32*54*816
5526,2016-11-29,Glass Polishing Roller,26,31,Red,22*38*628
5527,2016-11-30,VITON Heat Press Roller,58,18,Dark Blue,23*47*798
5528,2016-12-01,High-Viscosity Cleaning Roller,25,164,Yellow,25*37*440
5529,2016-12-01,Glass Polishing Roller,25,132,Yellow,20*34*597
5530,2016-12-01,Glass Polishing Roller,30,91,Orange,21*29*605
5531,2016-12-05,Anti-Static Silicone Roller,57,89,Dark Green,22*47*619
5532,2016-12-06,Offset Printing Rubber Roller,35,156,Dark Blue,25*31*523
5533,2016-12-06,Textile Squeeze Roller,43,49,White,21*30*459
5534,2016-12-07,PCB Lamination Roller,53,37,Pink,22*33*545
5535,2016-12-08,Synthetic Rubber Dust Collection Roller,36,75,Dark Green,20*29*469
5536,2016-12-09,Glass Polishing Roller,34,179,Orange,20*30*428
5537,2016-12-09,Textile Squeeze Roller,33,29,Yellow,23*34*539
5538,2016-12-10,Static Dissipative Roller,26,11,Black,22*29*435
5539,2016-12-11,Food-Grade Silicone Roller,59,48,Red,24*34*461
5540,2016-12-11,Gravure Printing Roller,38,25,Orange,20*32*816
5541,2016-12-11,Food-Grade Silicone Roller,50,17,White,21*32*487
5542,2016-12-14,Textile Squeeze Roller,43,109,Yellow,25*28*544
5543,2016-12-16,Custom Rubber Roller,25,85,Red,34*40*680
5544,2016-12-17,Arc Surface Laminating Roller,43,114,Purple,23*37*643
5545,2016-12-17,Conveyor Silicone Belt,57,125,Dark Green,36*54*886
5546,2016-12-18,Manual Adhesive Roller,28,55,Dark Green,21*41*519
5547,2016-12-20,Anti-Static Silicone Roller,60,45,Red,25*35*539
5548,2016-12-21,Anti-Static Silicone Roller,45,13,Orange,27*39*440
5549,2016-12-21,Anti-Static Silicone Roller,42,130,Purple,22*47*636
5550,2016-12-22,Glass Polishing Roller,29,80,Light Blue,26*36*555
5551,2016-12-22,Glass Polishing Roller,26,133,Gray,23*28*543
5552,2016-12-24,Arc Surface Laminating Roller,45,92,Purple,23*30*732
5553,2016-12-24,NBR Rubber Roller,37,104,Black,23*33*691
5554,2016-12-24,Custom Rubber Roller,34,42,Purple,29*44*608
5555,2016-12-24,Woodworking Infeed Roller,42,195,Pink,20*31*653
5556,2016-12-25,Flexo Printing Roller,42,198,Pink,22*44*581
5557,2016-12-25,Manual Adhesive Roller,28,17,Purple,22*32*491
5558,2016-12-26,Gravure Printing Roller,41,58,Gray,28*31*493
5559,2016-12-27,IIR Rubber Dust Collection Roller,35,48,Red,23*26*688
5560,2016-12-29,Anti-Static Silicone Roller,51,17,Red,29*39*669
5561,2016-12-29,Static Dissipative Roller,39,81,Pink,23*44*498
5562,2016-12-31,Flexo Printing Roller,41,69,Navy,25*37*745
5563,2017-01-01,IIR Rubber Dust Collection Roller,34,139,White,24*40*530
5564,2017-01-01,Custom Rubber Roller,60,19,Purple,34*40*452
5565,2017-01-01,Manual Adhesive Roller,37,200,Orange,21*35*343
5566,2017-01-04,PU Coating Roller,70,123,White,21*40*571
5567,2017-01-04,Flexo Printing Roller,37,143,Light Blue,23*37*834
5568,2017-01-04,Anti-Static Silicone Roller,54,166,Orange,24*47*709
5569,2017-01-04,Offset Printing Rubber Roller,23,67,Purple,20*32*469
5570,2017-01-05,Glass Polishing Roller,25,25,White,22*34*444
5571,2017-01-05,IIR Rubber Dust Collection Roller,33,174,Dark Blue,21*37*500
5572,2017-01-06,Offset Printing Rubber Roller,24,14,Purple,21*32*569
5573,2017-01-06,Custom Rubber Roller,57,61,Dark Green,29*46*660
5574,2017-01-06,Glass Polishing Roller,25,30,Black,22*29*561
5575,2017-01-08,Glass Polishing Roller,34,120,Dark Blue,26*33*570
5576,2017-01-09,VITON Heat Press Roller,69,116,Pink,28*43*611
5577,2017-01-10,Conveyor Silicone Belt,42,152,Dark Green,36*44*757
5578,2017-01-11,PU Coating Roller,63,129,Gray,26*40*803
5579,2017-01-11,Anti-Static Silicone Roller,50,138,Red,27*44*481
5580,2017-01-11,Offset Printing Rubber Roller,21,79,Gray,21*32*664
5581,2017-01-12,Arc Surface Laminating Roller,39,102,Red,23*33*621
5582,2017-01-12,Glass Polishing Roller,33,124,Yellow,22*27*552
5583,2017-01-13,PCB Lamination Roller,66,8,White,27*37*609
5584,2017-01-14,PCB Lamination Roller,63,101,Pink,32*37*743
5585,2017-01-14,NBR Rubber Roller,31,200,Gray,30*45*696
5586,2017-01-15,PU Coating Roller,66,162,Red,22*36*675
5587,2017-01-15,Gravure Printing Roller,27,122,Purple,26*42*501
5588,2017-01-15,PCB Lamination Roller,61,97,Orange,32*38*622
5589,2017-01-15,Offset Printing Rubber Roller,20,168,Red,22*33*632
5590,2017-01-15,Conveyor Silicone Belt,55,28,Orange,35*45*577
5591,2017-01-16,High-Viscosity Cleaning Roller,29,31,Yellow,27*37*545
5592,2017-01-16,High-Viscosity Cleaning Roller,19,17,Orange,27*35*472
5593,2017-01-16,Glass Polishing Roller,35,147,Pink,24*34*544
5594,2017-01-16,PU Coating Roller,64,151,Dark Green,28*37*489
5595,2017-01-17,Manual Adhesive Roller,20,191,Gray,22*27*547
5596,2017-01-17,Woodworking Infeed Roller,45,41,Dark Blue,25*37*630
5597,2017-01-18,PU Coating Roller,65,25,Dark Green,35*54*476
5598,2017-01-18,Manual Adhesive Roller,33,172,Purple,24*36*565
5599,2017-01-19,Gravure Printing Roller,32,131,Gray,29*37*804
5600,2017-01-19,PCB Lamination Roller,58,24,Gray,25*39*432
5601,2017-01-19,Glass Polishing Roller,34,124,White,24*36*420
5602,2017-01-19,Textile Squeeze Roller,38,119,Dark Blue,24*30*646
5603,2017-01-19,Textile Squeeze Roller,41,108,Gray,23*34*672
5604,2017-01-21,Conveyor Silicone Belt,56,26,Yellow,31*46*592
5605,2017-01-22,Offset Printing Rubber Roller,32,12,Black,23*26*473
5606,2017-01-23,Gravure Printing Roller,27,31,Orange,21*32*576
5607,2017-01-23,Steel Coil Tension Roller,71,13,Red,21*36*463
5608,2017-01-24,PCB Lamination Roller,65,128,Pink,25*40*762
5609,2017-01-24,Offset Printing Rubber Roller,29,13,Dark Green,21*31*529
5610,2017-01-24,Textile Squeeze Roller,40,137,Yellow,18*31*577
5611,2017-01-24,PCB Lamination Roller,61,178,Gray,30*35*757
5612,2017-01-25,High-Viscosity Cleaning Roller,24,45,Red,26*30*419
5613,2017-01-26,PU Coating Roller,69,105,Dark Green,30*42*705
5614,2017-01-26,Textile Squeeze Roller,33,177,Dark Blue,22*34*594
5615,2017-01-27,IIR Rubber Dust Collection Roller,40,56,Dark Green,23*30*647
5616,2017-01-27,Custom Rubber Roller,61,143,Yellow,35*49*892
5617,2017-01-27,Steel Coil Tension Roller,90,83,Pink,28*51*695
5618,2017-01-28,Static Dissipative Roller,31,158,Orange,26*37*618
5619,2017-01-29,PCB Lamination Roller,70,38,Dark Blue,27*47*658
5620,2017-01-30,Static Dissipative Roller,38,103,Dark Green,28*33*610
5621,2017-01-31,Conveyor Silicone Belt,57,142,Red,39*58*790
5622,2017-02-02,PCB Lamination Roller,63,80,Light Blue,32*43*720
5623,2017-02-04,Conveyor Silicone Belt,53,136,Orange,33*59*765
5624,2017-02-06,Steel Coil Tension Roller,88,68,Dark Green,25*60*851
5625,2017-02-06,Woodworking Infeed Roller,50,32,Red,22*39*589
5626,2017-02-07,IIR Rubber Dust Collection Roller,35,196,Red,25*39*554
5627,2017-02-07,NBR Rubber Roller,47,198,Purple,22*39*662
5628,2017-02-07,NBR Rubber Roller,43,37,Gray,29*37*623
5629,2017-02-08,PU Coating Roller,60,113,Dark Green,31*52*715
5630,2017-02-08,High-Viscosity Cleaning Roller,22,139,White,25*36*578
5631,2017-02-09,NBR Rubber Roller,44,90,Gray,26*45*440
5632,2017-02-10,Food-Grade Silicone Roller,59,111,Red,20*28*591
5633,2017-02-10,Textile Squeeze Roller,39,183,White,25*37*633
5634,2017-02-10,Gravure Printing Roller,43,102,Dark Green,24*44*776
5635,2017-02-11,Flexo Printing Roller,48,131,Black,26*33*581
5636,2017-02-12,Steel Coil Tension Roller,89,101,Dark Blue,26*57*537
5637,2017-02-13,NBR Rubber Roller,49,195,Purple,27*40*588
5638,2017-02-15,Static Dissipative Roller,41,160,Light Blue,21*38*555
5639,2017-02-15,Offset Printing Rubber Roller,20,80,Orange,21*29*573
5640,2017-02-16,Textile Squeeze Roller,36,62,Gray,19*36*475
5641,2017-02-17,Steel Coil Tension Roller,71,131,Red,23*47*572
5642,2017-02-18,Glass Polishing Roller,26,170,Red,26*36*607
5643,2017-02-19,IIR Rubber Dust Collection Roller,39,119,Gray,25*29*575
5644,2017-02-20,NBR Rubber Roller,30,152,Navy,23*33*453
5645,2017-02-21,Anti-Static Silicone Roller,60,135,Gray,22*34*867
5646,2017-02-22,Anti-Static Silicone Roller,40,72,White,22*33*887
5647,2017-02-23,Flexo Printing Roller,50,129,White,24*35*536
5648,2017-02-23,Conveyor Silicone Belt,55,195,Pink,34*60*628
5649,2017-02-24,Arc Surface Laminating Roller,42,188,Navy,21*36*756
5650,2017-02-24,IIR Rubber Dust Collection Roller,31,175,Red,24*39*446
5651,2017-02-24,Food-Grade Silicone Roller,59,120,Orange,24*43*427
5652,2017-02-24,Manual Adhesive Roller,20,188,Red,24*30*395
5653,2017-02-26,PU Coating Roller,64,180,Dark Green,26*55*755
5654,2017-02-26,Flexo Printing Roller,50,22,Dark Green,27*37*637
5655,2017-02-26,NBR Rubber Roller,35,32,Dark Blue,25*38*512
5656,2017-02-26,High-Viscosity Cleaning Roller,27,182,Dark Green,28*31*515
5657,2017-02-27,IIR Rubber Dust Collection Roller,38,146,Pink,24*33*626
5658,2017-02-28,Manual Adhesive Roller,40,17,Black,22*37*324
5659,2017-02-28,Anti-Static Silicone Roller,52,5,Navy,23*32*893
5660,2017-03-01,Textile Squeeze Roller,46,72,Light Blue,22*26*577
5661,2017-03-02,Food-Grade Silicone Roller,54,197,Navy,22*45*444
5662,2017-03-02,Conveyor Silicone Belt,47,164,Orange,33*55*549
5663,2017-03-03,Flexo Printing Roller,35,181,Red,23*30*673
5664,2017-03-04,Textile Squeeze Roller,34,169,Gray,25*38*536
5665,2017-03-04,Gravure Printing Roller,42,139,Orange,28*41*550
5666,2017-03-05,Flexo Printing Roller,49,57,Orange,24*29*540
5667,2017-03-07,Glass Polishing Roller,30,163,Black,23*30*612
5668,2017-03-08,VITON Heat Press Roller,55,112,Orange,30*43*618
5669,2017-03-08,High-Viscosity Cleaning Roller,25,61,Purple,26*38*416
5670,2017-03-08,PCB Lamination Roller,69,148,Light Blue,20*39*652
5671,2017-03-09,PCB Lamination Roller,65,168,Pink,30*38*459
5672,2017-03-10,PU Coating Roller,69,151,Dark Blue,30*54*760
5673,2017-03-10,NBR Rubber Roller,49,136,Gray,21*44*538
5674,2017-03-10,Flexo Printing Roller,42,146,White,28*32*491
5675,2017-03-10,PU Coating Roller,65,141,Dark Green,23*41*561
5676,2017-03-11,Offset Printing Rubber Roller,31,158,Black,24*37*490
5677,2017-03-11,High-Viscosity Cleaning Roller,26,90,White,26*30*563
5678,2017-03-12,Anti-Static Silicone Roller,52,150,Dark Green,25*33*474
5679,2017-03-13,Anti-Static Silicone Roller,45,175,Gray,28*36*735
5680,2017-03-13,Flexo Printing Roller,41,88,Dark Blue,27*31*416
5681,2017-03-13,Anti-Static Silicone Roller,56,30,Purple,29*40*659
5682,2017-03-14,Flexo Printing Roller,34,59,Dark Green,25*42*736
5683,2017-03-14,High-Viscosity Cleaning Roller,19,15,White,26*30*422
5684,2017-03-14,VITON Heat Press Roller,53,142,Navy,22*38*675
5685,2017-03-15,Anti-Static Silicone Roller,47,169,Gray,22*33*426
5686,2017-03-17,PCB Lamination Roller,55,171,White,24*42*649
5687,2017-03-17,NBR Rubber Roller,48,31,Gray,26*44*493
5688,2017-03-18,PU Coating Roller,65,85,Yellow,23*38*693
5689,2017-03-18,VITON Heat Press Roller,50,64,Pink,25*33*602
5690,2017-03-19,Custom Rubber Roller,53,38,Dark Blue,26*50*839
5691,2017-03-20,Glass Polishing Roller,25,97,Orange,26*29*544
5692,2017-03-20,VITON Heat Press Roller,62,46,Navy,30*38*607
5693,2017-03-21,Steel Coil Tension Roller,85,44,Navy,22*53*686
5694,2017-03-22,Static Dissipative Roller,48,88,Yellow,21*35*747
5695,2017-03-23,Static Dissipative Roller,51,19,Red,22*41*531
5696,2017-03-23,Manual Adhesive Roller,26,178,Pink,25*34*439
5697,2017-03-24,VITON Heat Press Roller,60,12,Gray,27*47*556
5698,2017-03-25,Custom Rubber Roller,24,200,Orange,25*50*730
5699,2017-03-25,Steel Coil Tension Roller,79,72,Pink,31*59*521
5700,2017-03-25,Textile Squeeze Roller,37,78,Pink,22*35*587
5701,2017-03-26,Conveyor Silicone Belt,56,144,Black,40*59*878
5702,2017-03-26,PU Coating Roller,69,118,Navy,33*47*590
5703,2017-03-29,Gravure Printing Roller,31,95,Gray,27*42*677
5704,2017-03-31,Woodworking Infeed Roller,43,116,Dark Blue,25*38*535
5705,2017-03-31,Manual Adhesive Roller,39,44,Gray,25*38*489
5706,2017-03-31,Custom Rubber Roller,50,124,Gray,25*38*814
5707,2017-04-01,High-Viscosity Cleaning Roller,26,13,Pink,25*38*537
5708,2017-04-02,Arc Surface Laminating Roller,51,126,Orange,26*32*778
5709,2017-04-03,Conveyor Silicone Belt,48,38,Purple,36*49*952
5710,2017-04-04,Anti-Static Silicone Roller,52,5,Yellow,26*43*404
5711,2017-04-05,Custom Rubber Roller,58,157,White,26*46*621
5712,2017-04-09,Flexo Printing Roller,40,144,Dark Green,26*34*655
5713,2017-04-09,Woodworking Infeed Roller,43,197,Yellow,20*32*661
5714,2017-04-10,Flexo Printing Roller,50,161,Dark Green,22*39*573
5715,2017-04-10,PCB Lamination Roller,53,99,Yellow,32*46*434
5716,2017-04-11,High-Viscosity Cleaning Roller,22,184,Purple,25*31*540
5717,2017-04-13,Static Dissipative Roller,45,77,Navy,25*45*591
5718,2017-04-13,Manual Adhesive Roller,37,17,White,23*36*306
5719,2017-04-13,NBR Rubber Roller,50,98,Red,25*36*615
5720,2017-04-14,NBR Rubber Roller,36,169,Yellow,24*38*629
5721,2017-04-14,VITON Heat Press Roller,61,100,Orange,31*45*458
5722,2017-04-14,PCB Lamination Roller,54,46,Orange,31*47*409
5723,2017-04-14,Steel Coil Tension Roller,88,163,Dark Blue,34*50*688
5724,2017-04-15,VITON Heat Press Roller,60,130,White,20*38*407
5725,2017-04-16,Manual Adhesive Roller,39,68,Purple,20*33*390
5726,2017-04-16,Textile Squeeze Roller,35,199,Orange,19*32*485
5727,2017-04-17,Anti-Static Silicone Roller,60,188,Dark Blue,25*45*728
5728,2017-04-17,Arc Surface Laminating Roller,47,103,Red,26*40*788
5729,2017-04-18,Arc Surface Laminating Roller,46,136,Purple,23*45*550
5730,2017-04-18,PCB Lamination Roller,67,162,Red,30*43*573
5731,2017-04-20,Flexo Printing Roller,43,68,Pink,22*38*651
5732,2017-04-21,Conveyor Silicone Belt,50,85,Purple,38*58*718
5733,2017-04-22,Conveyor Silicone Belt,42,143,Pink,39*55*935
5734,2017-04-22,Static Dissipative Roller,33,143,Pink,27*34*681
5735,2017-04-22,Textile Squeeze Roller,37,30,White,18*26*582
5736,2017-04-24,IIR Rubber Dust Collection Roller,37,120,Orange,23*28*432
5737,2017-04-26,Conveyor Silicone Belt,48,142,Navy,36*48*991
5738,2017-04-26,Flexo Printing Roller,47,80,Pink,26*31*881
5739,2017-04-26,Food-Grade Silicone Roller,46,119,Red,22*37*500
5740,2017-04-27,Gravure Printing Roller,40,105,Purple,30*41*498
5741,2017-04-28,Offset Printing Rubber Roller,21,87,Navy,25*37*445
5742,2017-04-28,PU Coating Roller,60,36,Light Blue,23*42*458
5743,2017-04-28,Gravure Printing Roller,32,107,Navy,20*45*453
5744,2017-04-29,PCB Lamination Roller,56,32,White,30*49*789
5745,2017-04-29,IIR Rubber Dust Collection Roller,37,13,Black,24*26*401
5746,2017-04-30,Flexo Printing Roller,30,40,Black,24*43*807
5747,2017-05-01,PCB Lamination Roller,55,23,Black,21*45*559
5748,2017-05-01,Textile Squeeze Roller,36,29,Black,21*29*687
5749,2017-05-01,Offset Printing Rubber Roller,28,147,Yellow,23*39*586
5750,2017-05-01,NBR Rubber Roller,44,147,Gray,29*43*587
5751,2017-05-01,Manual Adhesive Roller,25,199,Navy,24*42*492
5752,2017-05-03,Conveyor Silicone Belt,45,103,Purple,30*58*950
5753,2017-05-04,Anti-Static Silicone Roller,45,110,Yellow,30*50*455
5754,2017-05-04,Food-Grade Silicone Roller,46,130,Yellow,20*29*579
5755,2017-05-04,PU Coating Roller,67,165,Light Blue,24*42*642
5756,2017-05-04,Food-Grade Silicone Roller,51,5,Light Blue,25*38*582
5757,2017-05-05,Synthetic Rubber Dust Collection Roller,40,156,Gray,20*34*403
5758,2017-05-06,NBR Rubber Roller,32,46,Pink,21*35*663
5759,2017-05-06,High-Viscosity Cleaning Roller,20,72,White,28*31*544
5760,2017-05-08,IIR Rubber Dust Collection Roller,33,142,Gray,24*38*674
5761,2017-05-08,Static Dissipative Roller,43,94,White,24*41*749
5762,2017-05-08,Synthetic Rubber Dust Collection Roller,41,173,Purple,20*27*537
5763,2017-05-09,Gravure Printing Roller,25,155,White,21*36*640
5764,2017-05-10,Glass Polishing Roller,28,167,Gray,24*33*488
5765,2017-05-10,IIR Rubber Dust Collection Roller,35,155,Black,25*30*482
5766,2017-05-10,Flexo Printing Roller,39,175,Black,24*29*664
5767,2017-05-10,Custom Rubber Roller,25,173,Dark Green,29*49*496
5768,2017-05-10,NBR Rubber Roller,45,109,Gray,23*34*599
5769,2017-05-11,PCB Lamination Roller,55,33,White,23*45*513
5770,2017-05-11,Custom Rubber Roller,21,114,Gray,30*36*528
5771,2017-05-13,Woodworking Infeed Roller,36,27,Dark Blue,22*40*655
5772,2017-05-13,IIR Rubber Dust Collection Roller,35,128,Dark Green,23*29*528
5773,2017-05-13,Textile Squeeze Roller,49,168,White,21*32*600
5774,2017-05-13,Flexo Printing Roller,47,22,Orange,24*30*728
5775,2017-05-15,PCB Lamination Roller,52,88,Pink,21*39*557
5776,2017-05-15,Conveyor Silicone Belt,46,35,Orange,30*55*870
5777,2017-05-16,Glass Polishing Roller,29,134,Navy,23*28*592
5778,2017-05-16,NBR Rubber Roller,44,39,Dark Blue,25*38*620
5779,2017-05-17,Flexo Printing Roller,37,45,Light Blue,27*35*484
5780,2017-05-17,PU Coating Roller,66,21,Dark Green,26*49*505
5781,2017-05-18,Offset Printing Rubber Roller,24,197,Orange,21*35*541
5782,2017-05-18,High-Viscosity Cleaning Roller,24,108,Yellow,28*37*583
5783,2017-05-18,Gravure Printing Roller,34,21,Dark Blue,26*36*497
5784,2017-05-19,Woodworking Infeed Roller,39,140,Light Blue,20*37*662
5785,2017-05-20,Steel Coil Tension Roller,76,120,Orange,33*43*676
5786,2017-05-21,Manual Adhesive Roller,25,84,Yellow,25*33*489
5787,2017-05-22,Woodworking Infeed Roller,48,35,Light Blue,23*39*543
5788,2017-05-23,VITON Heat Press Roller,70,58,Yellow,20*44*510
5789,2017-05-23,PU Coating Roller,69,142,Light Blue,33*54*583
5790,2017-05-24,High-Viscosity Cleaning Roller,29,175,Yellow,25*35*469
5791,2017-05-24,Arc Surface Laminating Roller,46,166,Pink,27*41*591
5792,2017-05-24,VITON Heat Press Roller,68,67,White,24*40*548
5793,2017-05-25,Flexo Printing Roller,49,48,Red,23*36*522
5794,2017-05-28,VITON Heat Press Roller,67,28,Purple,30*44*440
5795,2017-05-28,PU Coating Roller,70,118,Black,32*47*554
5796,2017-05-29,Anti-Static Silicone Roller,56,189,Light Blue,21*48*509
5797,2017-05-30,Textile Squeeze Roller,39,92,Red,20*32*579
5798,2017-05-31,PU Coating Roller,66,190,Light Blue,21*38*807
5799,2017-05-31,Flexo Printing Roller,36,51,Yellow,28*43*737
5800,2017-05-31,High-Viscosity Cleaning Roller,26,97,Purple,26*32*587
5801,2017-05-31,Synthetic Rubber Dust Collection Roller,39,159,White,19*33*690
5802,2017-06-02,IIR Rubber Dust Collection Roller,38,91,Orange,20*35*456
5803,2017-06-02,Woodworking Infeed Roller,42,12,Dark Blue,25*40*570
5804,2017-06-02,Anti-Static Silicone Roller,50,155,Black,27*38*807
5805,2017-06-03,Flexo Printing Roller,38,94,Purple,22*35*828
5806,2017-06-03,VITON Heat Press Roller,52,180,Purple,23*50*605
5807,2017-06-04,Custom Rubber Roller,46,105,Orange,32*38*802
5808,2017-06-04,Arc Surface Laminating Roller,47,115,Dark Green,25*30*554
5809,2017-06-05,NBR Rubber Roller,49,190,Dark Blue,27*41*432
5810,2017-06-06,IIR Rubber Dust Collection Roller,39,166,Purple,21*37*423
5811,2017-06-06,Steel Coil Tension Roller,81,94,Black,28*51*573
5812,2017-06-06,Arc Surface Laminating Roller,37,148,Purple,21*35*573
5813,2017-06-07,PCB Lamination Roller,50,69,Dark Blue,32*49*463
5814,2017-06-07,Synthetic Rubber Dust Collection Roller,44,70,Purple,24*29*738
5815,2017-06-08,Custom Rubber Roller,52,113,Orange,32*46*450
5816,2017-06-08,Anti-Static Silicone Roller,43,134,Gray,23*34*755
5817,2017-06-09,Static Dissipative Roller,38,176,Orange,23*41*588
5818,2017-06-11,Conveyor Silicone Belt,48,118,Red,33*52*516
5819,2017-06-12,Flexo Printing Roller,50,14,Orange,27*37*690
5820,2017-06-12,PCB Lamination Roller,59,197,Orange,26*46*428
5821,2017-06-14,PU Coating Roller,66,8,Pink,35*43*512
5822,2017-06-14,Manual Adhesive Roller,33,159,Light Blue,24*37*420
5823,2017-06-16,IIR Rubber Dust Collection Roller,30,39,Purple,25*29*557
5824,2017-06-17,VITON Heat Press Roller,70,136,Yellow,29*44*556
5825,2017-06-17,Gravure Printing Roller,42,20,White,23*39*747
5826,2017-06-17,Static Dissipative Roller,39,9,Purple,24*43*638
5827,2017-06-17,VITON Heat Press Roller,67,156,Yellow,23*47*639
5828,2017-06-18,Static Dissipative Roller,29,78,Pink,25*40*636
5829,2017-06-19,Conveyor Silicone Belt,46,150,Navy,31*48*588
5830,2017-06-20,Offset Printing Rubber Roller,25,179,White,25*33*457
5831,2017-06-20,Arc Surface Laminating Roller,52,163,Black,23*45*629
5832,2017-06-21,VITON Heat Press Roller,61,76,Navy,20*50*643
5833,2017-06-22,Offset Printing Rubber Roller,20,16,Gray,25*27*466
5834,2017-06-23,Synthetic Rubber Dust Collection Roller,36,169,Light Blue,25*28*559
5835,2017-06-23,Steel Coil Tension Roller,88,122,Navy,27*60*572
5836,2017-06-24,Arc Surface Laminating Roller,39,16,Gray,24*39*537
5837,2017-06-24,PCB Lamination Roller,60,113,Gray,22*41*664
5838,2017-06-24,Glass Polishing Roller,35,53,Purple,24*35*531
5839,2017-06-25,Conveyor Silicone Belt,42,103,Orange,34*59*510
5840,2017-06-26,Steel Coil Tension Roller,71,156,Orange,21*46*786
5841,2017-06-26,Textile Squeeze Roller,40,101,Purple,19*32*471
5842,2017-06-26,Flexo Printing Roller,36,95,Light Blue,28*34*536
5843,2017-06-26,High-Viscosity Cleaning Roller,16,68,Gray,28*33*485
5844,2017-06-26,Custom Rubber Roller,25,150,Light Blue,30*38*465
5845,2017-06-27,Anti-Static Silicone Roller,44,26,Dark Green,20*42*697
5846,2017-06-28,Anti-Static Silicone Roller,55,116,Light Blue,21*47*674
5847,2017-06-29,Static Dissipative Roller,25,100,Dark Blue,24*40*533
5848,2017-06-29,Flexo Printing Roller,49,51,White,24*44*763
5849,2017-06-30,Conveyor Silicone Belt,47,64,Dark Green,31*46*671
5850,2017-06-30,Arc Surface Laminating Roller,52,105,Red,24*30*502
5851,2017-07-01,Conveyor Silicone Belt,44,14,Red,35*50*928
5852,2017-07-02,VITON Heat Press Roller,58,111,Navy,28*43*548
5853,2017-07-03,Manual Adhesive Roller,29,107,Purple,22*35*396
5854,2017-07-03,Glass Polishing Roller,35,27,Dark Blue,22*36*646
5855,2017-07-03,Woodworking Infeed Roller,37,123,Orange,22*32*624
5856,2017-07-04,Manual Adhesive Roller,22,34,Light Blue,21*26*391
5857,2017-07-04,Offset Printing Rubber Roller,31,34,Dark Blue,24*29*403
5858,2017-07-04,Custom Rubber Roller,37,34,Purple,30*36*599
5859,2017-07-05,Custom Rubber Roller,31,186,Yellow,28*48*501
5860,2017-07-06,PU Coating Roller,64,30,Dark Blue,35*39*879
5861,2017-07-07,Textile Squeeze Roller,34,47,Navy,25*34*547
5862,2017-07-09,Textile Squeeze Roller,30,85,Light Blue,21*27*422
5863,2017-07-10,Woodworking Infeed Roller,50,66,Navy,23*28*508
