OrderID,ProductName,BOMLineNo,PartName,MaterialSpec,Qty,Unit,Notes
208,Steel Coil Tension Roller,1,Roller Core (Shaft),Carbon Steel (Heavy-Duty),47,piece,Inner diameter ~ 33.0mm; length ~ 773.0mm
208,Steel Coil Tension Roller,2,High-Tension PU Cover,Hardness ~ 80 Shore A,69.05,kg,Ring volume calculation for rubber cover
208,Steel Coil Tension Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3290.0,ml,Estimated usage scaled by quantity
208,Steel Coil Tension Roller,4,End Caps (if applicable),Steel or Aluminum,94,pieces,2 end caps per roller
208,Steel Coil Tension Roller,5,Bearings,Ball/Tapered Roller Bearing,94,pieces,2 bearings per roller
208,Steel Coil Tension Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
208,Steel Coil Tension Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
209,Offset Printing Rubber Roller,1,Roller Core (Shaft),Alloy Steel (Offset Printing),17,piece,Inner diameter ~ 22.0mm; length ~ 535.0mm
209,Offset Printing Rubber Roller,2,Printing Rubber Compound,Hardness ~ 39 Shore A,2.93,kg,Ring volume calculation for rubber cover
209,Offset Printing Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,850.0,ml,Estimated usage scaled by quantity
209,Offset Printing Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,34,pieces,2 end caps per roller
209,Offset Printing Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,34,pieces,2 bearings per roller
209,Offset Printing Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
209,Offset Printing Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
210,Static Dissipative Roller,1,Roller Core (Shaft),Stainless Steel (ESD),179,piece,Inner diameter ~ 25.0mm; length ~ 642.0mm
210,Static Dissipative Roller,2,ESD Rubber Compound,Hardness ~ 36 Shore A,117.1,kg,Ring volume calculation for rubber cover
210,Static Dissipative Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8950.0,ml,Estimated usage scaled by quantity
210,Static Dissipative Roller,4,End Caps (if applicable),Steel or Aluminum,358,pieces,2 end caps per roller
210,Static Dissipative Roller,5,Bearings,Ball/Tapered Roller Bearing,358,pieces,2 bearings per roller
210,Static Dissipative Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
210,Static Dissipative Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
211,Gravure Printing Roller,1,Roller Core (Shaft),Alloy Steel (Gravure),80,piece,Inner diameter ~ 29.0mm; length ~ 483.0mm
211,Gravure Printing Roller,2,Gravure Rubber Compound,Hardness ~ 42 Shore A,36.1,kg,Ring volume calculation for rubber cover
211,Gravure Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4400.0,ml,Estimated usage scaled by quantity
211,Gravure Printing Roller,4,End Caps (if applicable),Steel or Aluminum,160,pieces,2 end caps per roller
211,Gravure Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,160,pieces,2 bearings per roller
211,Gravure Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
211,Gravure Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
212,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),127,piece,Inner diameter ~ 18.0mm; length ~ 796.0mm
212,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 35 Shore A,97.91,kg,Ring volume calculation for rubber cover
212,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5715.0,ml,Estimated usage scaled by quantity
212,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,254,pieces,2 end caps per roller
212,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,254,pieces,2 bearings per roller
212,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
212,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
213,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),85,piece,Inner diameter ~ 23.0mm; length ~ 459.0mm
213,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 31 Shore A,17.9,kg,Ring volume calculation for rubber cover
213,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4250.0,ml,Estimated usage scaled by quantity
213,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,170,pieces,2 end caps per roller
213,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,170,pieces,2 bearings per roller
213,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
213,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
214,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,91,piece,Inner diameter ~ 27.0mm; length ~ 448.0mm
214,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 25 Shore A,30.68,kg,Ring volume calculation for rubber cover
214,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5915.0,ml,Estimated usage scaled by quantity
214,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,182,pieces,2 end caps per roller
214,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,182,pieces,2 bearings per roller
214,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
214,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
215,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),78,piece,Inner diameter ~ 22.0mm; length ~ 753.0mm
215,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 39 Shore A,28.65,kg,Ring volume calculation for rubber cover
215,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4680.0,ml,Estimated usage scaled by quantity
215,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,156,pieces,2 end caps per roller
215,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,156,pieces,2 bearings per roller
215,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
215,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
216,Gravure Printing Roller,1,Roller Core (Shaft),Alloy Steel (Gravure),108,piece,Inner diameter ~ 26.0mm; length ~ 870.0mm
216,Gravure Printing Roller,2,Gravure Rubber Compound,Hardness ~ 41 Shore A,66.88,kg,Ring volume calculation for rubber cover
216,Gravure Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5940.0,ml,Estimated usage scaled by quantity
216,Gravure Printing Roller,4,End Caps (if applicable),Steel or Aluminum,216,pieces,2 end caps per roller
216,Gravure Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,216,pieces,2 bearings per roller
216,Gravure Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
216,Gravure Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
217,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),50,piece,Inner diameter ~ 21.0mm; length ~ 579.0mm
217,Woodworking Infeed Roller,2,Rubber Compound (Cover),Hardness ~ 42 Shore A,29.47,kg,Ring volume calculation for rubber cover
217,Woodworking Infeed Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3000.0,ml,Estimated usage scaled by quantity
217,Woodworking Infeed Roller,4,End Caps (if applicable),Steel or Aluminum,100,pieces,2 end caps per roller
217,Woodworking Infeed Roller,5,Bearings,Ball/Tapered Roller Bearing,100,pieces,2 bearings per roller
217,Woodworking Infeed Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
217,Woodworking Infeed Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
218,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),186,piece,Inner diameter ~ 19.0mm; length ~ 537.0mm
218,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 37 Shore A,44.43,kg,Ring volume calculation for rubber cover
218,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8370.0,ml,Estimated usage scaled by quantity
218,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,372,pieces,2 end caps per roller
218,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,372,pieces,2 bearings per roller
218,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
218,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
219,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),95,piece,Inner diameter ~ 20.0mm; length ~ 641.0mm
219,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 46 Shore A,57.42,kg,Ring volume calculation for rubber cover
219,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5700.0,ml,Estimated usage scaled by quantity
219,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,190,pieces,2 end caps per roller
219,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,190,pieces,2 bearings per roller
219,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
219,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
220,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),53,piece,Inner diameter ~ 24.0mm; length ~ 627.0mm
220,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 36 Shore A,15.4,kg,Ring volume calculation for rubber cover
220,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3180.0,ml,Estimated usage scaled by quantity
220,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,106,pieces,2 end caps per roller
220,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,106,pieces,2 bearings per roller
220,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
220,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
221,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),32,piece,Inner diameter ~ 28.0mm; length ~ 425.0mm
221,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 41 Shore A,15.64,kg,Ring volume calculation for rubber cover
221,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1600.0,ml,Estimated usage scaled by quantity
221,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,64,pieces,2 end caps per roller
221,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,64,pieces,2 bearings per roller
221,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
221,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
222,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,18,piece,Inner diameter ~ 25.0mm; length ~ 528.0mm
222,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 20 Shore A,5.51,kg,Ring volume calculation for rubber cover
222,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1170.0,ml,Estimated usage scaled by quantity
222,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,36,pieces,2 end caps per roller
222,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,36,pieces,2 bearings per roller
222,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
222,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
223,VITON Heat Press Roller,1,Roller Core (Shaft),Stainless Steel (Heat-Resist),60,piece,Inner diameter ~ 20.0mm; length ~ 675.0mm
223,VITON Heat Press Roller,2,VITON Rubber Compound,Hardness ~ 56 Shore A,63.52,kg,Ring volume calculation for rubber cover
223,VITON Heat Press Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4500.0,ml,Estimated usage scaled by quantity
223,VITON Heat Press Roller,4,End Caps (if applicable),Steel or Aluminum,120,pieces,2 end caps per roller
223,VITON Heat Press Roller,5,Bearings,Ball/Tapered Roller Bearing,120,pieces,2 bearings per roller
223,VITON Heat Press Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
223,VITON Heat Press Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
224,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,20,piece,Inner diameter ~ 26.0mm; length ~ 452.0mm
224,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 29 Shore A,5.41,kg,Ring volume calculation for rubber cover
224,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1300.0,ml,Estimated usage scaled by quantity
224,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,40,pieces,2 end caps per roller
224,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,40,pieces,2 bearings per roller
224,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
224,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
225,PU Coating Roller,1,Roller Core (Shaft),Carbon Steel (PU Coating),69,piece,Inner diameter ~ 26.0mm; length ~ 828.0mm
225,PU Coating Roller,2,PU Cover Compound,Hardness ~ 62 Shore A,56.37,kg,Ring volume calculation for rubber cover
225,PU Coating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4485.0,ml,Estimated usage scaled by quantity
225,PU Coating Roller,4,End Caps (if applicable),Steel or Aluminum,138,pieces,2 end caps per roller
225,PU Coating Roller,5,Bearings,Ball/Tapered Roller Bearing,138,pieces,2 bearings per roller
225,PU Coating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
225,PU Coating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
226,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,93,piece,Inner diameter ~ 33.0mm; length ~ 827.0mm
226,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 58 Shore A,159.26,kg,Ring volume calculation for rubber cover
226,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2790.0,ml,Estimated usage scaled by quantity
226,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,186,pieces,2 end caps per roller
226,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,186,pieces,2 bearings per roller
226,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
226,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
227,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),73,piece,Inner diameter ~ 25.0mm; length ~ 592.0mm
227,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 57 Shore A,53.4,kg,Ring volume calculation for rubber cover
227,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3650.0,ml,Estimated usage scaled by quantity
227,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,146,pieces,2 end caps per roller
227,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,146,pieces,2 bearings per roller
227,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
227,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
228,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),149,piece,Inner diameter ~ 22.0mm; length ~ 581.0mm
228,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 30 Shore A,57.94,kg,Ring volume calculation for rubber cover
228,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8195.0,ml,Estimated usage scaled by quantity
228,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,298,pieces,2 end caps per roller
228,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,298,pieces,2 bearings per roller
228,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
228,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
229,Static Dissipative Roller,1,Roller Core (Shaft),Stainless Steel (ESD),72,piece,Inner diameter ~ 22.0mm; length ~ 703.0mm
229,Static Dissipative Roller,2,ESD Rubber Compound,Hardness ~ 27 Shore A,22.76,kg,Ring volume calculation for rubber cover
229,Static Dissipative Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3600.0,ml,Estimated usage scaled by quantity
229,Static Dissipative Roller,4,End Caps (if applicable),Steel or Aluminum,144,pieces,2 end caps per roller
229,Static Dissipative Roller,5,Bearings,Ball/Tapered Roller Bearing,144,pieces,2 bearings per roller
229,Static Dissipative Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
229,Static Dissipative Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
230,NBR Rubber Roller,1,Roller Core (Shaft),Steel (NBR),36,piece,Inner diameter ~ 26.0mm; length ~ 510.0mm
230,NBR Rubber Roller,2,NBR Rubber Compound,Hardness ~ 34 Shore A,8.17,kg,Ring volume calculation for rubber cover
230,NBR Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1800.0,ml,Estimated usage scaled by quantity
230,NBR Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,72,pieces,2 end caps per roller
230,NBR Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,72,pieces,2 bearings per roller
230,NBR Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
230,NBR Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
231,Gravure Printing Roller,1,Roller Core (Shaft),Alloy Steel (Gravure),26,piece,Inner diameter ~ 20.0mm; length ~ 771.0mm
231,Gravure Printing Roller,2,Gravure Rubber Compound,Hardness ~ 41 Shore A,26.92,kg,Ring volume calculation for rubber cover
231,Gravure Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1430.0,ml,Estimated usage scaled by quantity
231,Gravure Printing Roller,4,End Caps (if applicable),Steel or Aluminum,52,pieces,2 end caps per roller
231,Gravure Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,52,pieces,2 bearings per roller
231,Gravure Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
231,Gravure Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
232,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),149,piece,Inner diameter ~ 24.0mm; length ~ 826.0mm
232,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 41 Shore A,82.12,kg,Ring volume calculation for rubber cover
232,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8195.0,ml,Estimated usage scaled by quantity
232,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,298,pieces,2 end caps per roller
232,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,298,pieces,2 bearings per roller
232,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
232,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
233,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),166,piece,Inner diameter ~ 23.0mm; length ~ 578.0mm
233,Woodworking Infeed Roller,2,Rubber Compound (Cover),Hardness ~ 36 Shore A,82.74,kg,Ring volume calculation for rubber cover
233,Woodworking Infeed Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9960.0,ml,Estimated usage scaled by quantity
233,Woodworking Infeed Roller,4,End Caps (if applicable),Steel or Aluminum,332,pieces,2 end caps per roller
233,Woodworking Infeed Roller,5,Bearings,Ball/Tapered Roller Bearing,332,pieces,2 bearings per roller
233,Woodworking Infeed Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
233,Woodworking Infeed Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
234,VITON Heat Press Roller,1,Roller Core (Shaft),Stainless Steel (Heat-Resist),172,piece,Inner diameter ~ 25.0mm; length ~ 785.0mm
234,VITON Heat Press Roller,2,VITON Rubber Compound,Hardness ~ 69 Shore A,102.57,kg,Ring volume calculation for rubber cover
234,VITON Heat Press Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,12900.0,ml,Estimated usage scaled by quantity
234,VITON Heat Press Roller,4,End Caps (if applicable),Steel or Aluminum,344,pieces,2 end caps per roller
234,VITON Heat Press Roller,5,Bearings,Ball/Tapered Roller Bearing,344,pieces,2 bearings per roller
234,VITON Heat Press Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
234,VITON Heat Press Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
235,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),172,piece,Inner diameter ~ 27.0mm; length ~ 667.0mm
235,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 39 Shore A,107.25,kg,Ring volume calculation for rubber cover
235,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,10320.0,ml,Estimated usage scaled by quantity
235,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,344,pieces,2 end caps per roller
235,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,344,pieces,2 bearings per roller
235,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
235,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
236,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),150,piece,Inner diameter ~ 20.0mm; length ~ 783.0mm
236,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 42 Shore A,166.21,kg,Ring volume calculation for rubber cover
236,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6750.0,ml,Estimated usage scaled by quantity
236,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,300,pieces,2 end caps per roller
236,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,300,pieces,2 bearings per roller
236,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
236,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
237,Static Dissipative Roller,1,Roller Core (Shaft),Stainless Steel (ESD),43,piece,Inner diameter ~ 25.0mm; length ~ 585.0mm
237,Static Dissipative Roller,2,ESD Rubber Compound,Hardness ~ 40 Shore A,15.58,kg,Ring volume calculation for rubber cover
237,Static Dissipative Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2150.0,ml,Estimated usage scaled by quantity
237,Static Dissipative Roller,4,End Caps (if applicable),Steel or Aluminum,86,pieces,2 end caps per roller
237,Static Dissipative Roller,5,Bearings,Ball/Tapered Roller Bearing,86,pieces,2 bearings per roller
237,Static Dissipative Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
237,Static Dissipative Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
238,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),153,piece,Inner diameter ~ 32.0mm; length ~ 487.0mm
238,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 48 Shore A,83.22,kg,Ring volume calculation for rubber cover
238,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7650.0,ml,Estimated usage scaled by quantity
238,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,306,pieces,2 end caps per roller
238,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,306,pieces,2 bearings per roller
238,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
238,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
239,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,75,piece,Inner diameter ~ 38.0mm; length ~ 972.0mm
239,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 50 Shore A,63.48,kg,Ring volume calculation for rubber cover
239,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2250.0,ml,Estimated usage scaled by quantity
239,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,150,pieces,2 end caps per roller
239,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,150,pieces,2 bearings per roller
239,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
239,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
240,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),134,piece,Inner diameter ~ 20.0mm; length ~ 724.0mm
240,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 41 Shore A,109.13,kg,Ring volume calculation for rubber cover
240,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6030.0,ml,Estimated usage scaled by quantity
240,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,268,pieces,2 end caps per roller
240,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,268,pieces,2 bearings per roller
240,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
240,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
241,Woodworking Infeed Roller,1,Roller Core (Shaft),Carbon Steel (Woodworking Grade),40,piece,Inner diameter ~ 24.0mm; length ~ 689.0mm
